____________________________________________________________________
			P o w e r T O P

____________________________________________________________________
 *  *  *   System Information   *  *  *

PowerTOP Version;2.14 ran at Thu May 21 12:02:30 2026

Kernel Version;Linux version 5.10.110-rockchip-rk3588
System Name;
CPU Information;8
OS Information;Ubuntu 22.04.5 LTS

Target: 1 units/s;System:  245.0 wakeup/s;CPU:  197.4% usage;GPU: 0 ops/s;GFX: 2.8 wakeups/s;VFS: 0 ops/s;

____________________________________________________________________
 *  *  *   Top 10 Power Consumers   *  *  *

Usage;Events/s;Category;Description
  125%;  2.6;kWork;devfreq_monitor
 11.6%; 27.5;kWork;dbs_work_handler
  1.0%; 36.5;Timer;tick_sched_timer
  0.0%; 35.0;Interrupt;[1] IPI
  6.9%;  0.4;Process;[PID 21335] fsrcnn_baseline
  6.6%;  0.4;Process;[PID 21334] fsrcnn_baseline
  6.2%;  0.9;kWork;commit_work
  0.2%; 24.4;Interrupt;[2] IPI
  6.0%;  0.3;Process;[PID 21333] fsrcnn_baseline
  5.2%; 0.27;Process;[PID 21332] fsrcnn_baseline

____________________________________________________________________
 *  *  *   Processor Idle State Report   *  *  *

Package;0
WFI;  7.0%
cpu-sleep; 62.0%
;
;

CPU;0
WFI; 10.9%;   0.4 ms
cpu-sleep; 52.6%;   1.3 ms
CPU;1
WFI;  6.1%;   0.5 ms
cpu-sleep; 63.8%;   5.4 ms
CPU;2
WFI;  5.3%;   0.6 ms
cpu-sleep; 65.9%;   6.7 ms
CPU;3
WFI;  5.7%;   0.6 ms
cpu-sleep; 65.7%;   6.3 ms
;;
;;
;;
;;
;;
;;
;;
;;

Package;1
WFI;  1.0%
cpu-sleep; 21.0%
;
;

CPU;4
WFI;  1.0%;   1.1 ms
cpu-sleep; 19.4%;   9.8 ms
CPU;5
WFI;  1.1%;   1.0 ms
cpu-sleep; 22.7%;  12.5 ms
;;
;;
;;
;;

Package;2
WFI; 36.3%
cpu-sleep; 23.5%
;
;

CPU;6
WFI; 33.0%;   2.0 ms
cpu-sleep; 23.9%;   6.6 ms
CPU;7
WFI; 39.6%;   2.3 ms
cpu-sleep; 23.2%;   7.0 ms
;;
;;
;;
;;

____________________________________________________________________
 *  *  *   Processor Frequency Report   *  *  *

Package;0
 408 MHz;   5.7% 
 600 MHz;  14.5% 
 816 MHz;   3.2% 
1008 MHz;   0.6% 
1200 MHz;   0.7% 
1416 MHz;   0.9% 
1.61 GHz;   1.1% 
1.80 GHz;  62.8% 
Idle;  10.4% 
;
;
;
;
;
;
;
;
;
;

CPU 0
 408 MHz;   0.1% 
 600 MHz;   0.2% 
 816 MHz;   0.0% 
1008 MHz;   0.0% 
1200 MHz;   0.0% 
1416 MHz;   0.0% 
1.61 GHz;   0.0% 
1.80 GHz;   1.5% 
Idle;  98.1% 
CPU 1
 408 MHz;   0.2% 
 600 MHz;   0.6% 
 816 MHz;   0.1% 
1008 MHz;   0.0% 
1200 MHz;   0.0% 
1416 MHz;   0.0% 
1.61 GHz;   0.0% 
1.80 GHz;   3.9% 
Idle;  95.0% 
CPU 2
 408 MHz;   0.3% 
 600 MHz;   0.8% 
 816 MHz;   0.2% 
1008 MHz;   0.1% 
1200 MHz;   0.1% 
1416 MHz;   0.1% 
1.61 GHz;   0.1% 
1.80 GHz;   5.0% 
Idle;  93.4% 
CPU 3
 408 MHz;   5.5% 
 600 MHz;  14.1% 
 816 MHz;   3.2% 
1008 MHz;   0.6% 
1200 MHz;   0.7% 
1416 MHz;   0.9% 
1.61 GHz;   1.1% 
1.80 GHz;  60.6% 
Idle;  13.3% 
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;

Package;1
 408 MHz;   0.0% 
 600 MHz;   0.0% 
 816 MHz;   0.0% 
1008 MHz;   0.0% 
1200 MHz;   0.0% 
1416 MHz;   0.0% 
1.61 GHz;   0.0% 
1.80 GHz;   0.0% 
2.02 GHz;   0.0% 
2.21 GHz;   0.0% 
2.26 GHz;   0.0% 
2.31 GHz;   0.0% 
2.36 GHz;   0.0% 
2.40 GHz;   0.0% 
Idle; 100.0% 
;
;
;
;

CPU 4
 408 MHz;   0.0% 
 600 MHz;   0.0% 
 816 MHz;   0.0% 
1008 MHz;   0.0% 
1200 MHz;   0.0% 
1416 MHz;   0.0% 
1.61 GHz;   0.0% 
1.80 GHz;   0.0% 
2.02 GHz;   0.0% 
2.21 GHz;   0.0% 
2.26 GHz;   0.0% 
2.31 GHz;   0.0% 
2.36 GHz;   0.0% 
2.40 GHz;   0.0% 
Idle; 100.0% 
CPU 5
 408 MHz;   0.0% 
 600 MHz;   0.0% 
 816 MHz;   0.0% 
1008 MHz;   0.0% 
1200 MHz;   0.0% 
1416 MHz;   0.0% 
1.61 GHz;   0.0% 
1.80 GHz;   0.0% 
2.02 GHz;   0.0% 
2.21 GHz;   0.0% 
2.26 GHz;   0.0% 
2.31 GHz;   0.0% 
2.36 GHz;   0.0% 
2.40 GHz;   0.0% 
Idle; 100.0% 
;
;
;
;

Package;2
 408 MHz;   2.1% 
 600 MHz;   1.0% 
 816 MHz;   0.4% 
1008 MHz;   0.3% 
1200 MHz;   0.4% 
1416 MHz;   0.4% 
1.61 GHz;   0.4% 
1.80 GHz;   0.4% 
2.02 GHz;   0.4% 
2.21 GHz;   0.3% 
2.26 GHz;   0.1% 
2.31 GHz;   0.1% 
2.36 GHz;   0.0% 
2.40 GHz;   5.9% 
Idle;  87.8% 
;
;
;
;

CPU 6
 408 MHz;   1.9% 
 600 MHz;   0.8% 
 816 MHz;   0.3% 
1008 MHz;   0.3% 
1200 MHz;   0.3% 
1416 MHz;   0.4% 
1.61 GHz;   0.3% 
1.80 GHz;   0.3% 
2.02 GHz;   0.3% 
2.21 GHz;   0.2% 
2.26 GHz;   0.1% 
2.31 GHz;   0.1% 
2.36 GHz;   0.0% 
2.40 GHz;   4.6% 
Idle;  90.0% 
CPU 7
 408 MHz;   1.8% 
 600 MHz;   0.9% 
 816 MHz;   0.3% 
1008 MHz;   0.2% 
1200 MHz;   0.3% 
1416 MHz;   0.3% 
1.61 GHz;   0.2% 
1.80 GHz;   0.3% 
2.02 GHz;   0.3% 
2.21 GHz;   0.2% 
2.26 GHz;   0.1% 
2.31 GHz;   0.1% 
2.36 GHz;   0.0% 
2.40 GHz;   4.5% 
Idle;  90.6% 
;
;
;
;

____________________________________________________________________
 *  *  *   Overview of Software Power Consumers   *  *  *

Usage;Wakeups/s;GPU ops/s;Disk IO/s;GFX Wakeups/s;Category;Description
 1255 ms/s;  2.6;;;;kWork;devfreq_monitor
115.6 ms/s; 27.5;;;;kWork;dbs_work_handler
  9.7 ms/s; 36.5;;;;Timer;tick_sched_timer
407.0 us/s; 35.0;;;;Interrupt;[1] IPI
 68.7 ms/s;  0.4;;;;Process;[PID 21335] fsrcnn_baseline
 65.9 ms/s;  0.4;;;;Process;[PID 21334] fsrcnn_baseline
 62.4 ms/s;  0.9;;;;kWork;commit_work
  1.7 ms/s; 24.4;;;;Interrupt;[2] IPI
 59.8 ms/s;  0.3;;;;Process;[PID 21333] fsrcnn_baseline
 51.8 ms/s; 0.27;;;  0.0;Process;[PID 21332] fsrcnn_baseline
  7.3 ms/s; 13.8;;;;Interrupt;[7] sched(softirq)
  1.6 ms/s; 13.6;;;;Timer;hrtimer_wakeup
 34.1 ms/s;  0.4;;;;Process;[PID 21336] fsrcnn_baseline
 32.2 ms/s;  0.4;;;;Process;[PID 21338] fsrcnn_baseline
 31.2 ms/s;  0.4;;;;Process;[PID 21339] fsrcnn_baseline
 30.4 ms/s;  0.3;;;;Timer;process_timeout
 29.1 ms/s;  0.5;;;;Process;[PID 21337] fsrcnn_baseline
201.2 us/s; 10.2;;;;Interrupt;[27] fd880000.i2c
  3.9 ms/s;  7.3;;;;kWork;check_group_sync_update_worker
 18.9 ms/s;  0.6;;;;kWork;schedule_on_tick
  3.8 ms/s;  5.5;;;  0.9;Process;[PID 1527] /usr/lib/xorg/Xorg -core :0 -seat seat0 -auth /var/run/lightdm/root/:0 -nolisten tcp vt7 -novtswitch 
  3.8 ms/s;  3.7;;;;kWork;handle_update
  0.7 ms/s;  4.8;;;;kWork;pm_runtime_work
  7.0 ms/s;  1.6;;;;kWork;input_dev_poller_work
419.4 us/s;  3.1;;;;Interrupt;[23] ohci_hcd:usb4
  6.1 ms/s;  0.7;;;;kWork;gpu_idle_worker
  2.1 ms/s;  2.1;;;;Process;[PID 5405] /usr/lib/chromium-browser/chromium-browser --type=renderer --enable-crashpad --crashpad-handler-pid=0 --enable-crash
  6.2 ms/s; 0.26;;;;kWork;rk_pm_power_off_delay_work
  4.7 ms/s;  0.8;;;;Interrupt;[9] RCU(softirq)
  2.4 ms/s;  1.6;;;;Process;[PID 17661] /usr/share/code/code --type=zygote 
  4.5 ms/s;  0.7;;;;kWork;pending_submission_worker
  6.1 ms/s; 0.01;;;;Process;[PID 3433] htop 
  3.7 ms/s;  0.8;;;;kWork;drain_local_pages_wq
106.8 us/s;  2.2;;;;Interrupt;[96] feb20000.spi
  4.4 ms/s;  0.3;;;;Interrupt;[1] timer(softirq)
113.1 us/s;  1.9;;;;Process;[PID 1557] [RTW_CMD_THREAD]
  1.6 ms/s;  1.1;;;;Interrupt;[6] tasklet(softirq)
  2.8 ms/s;  0.6;;;;Process;[PID 17691] /proc/self/exe --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --
 42.5 us/s;  1.6;;;;Interrupt;[69] fdd97e00.iommu
111.7 us/s;  1.5;;;;Process;[PID 12] [rcu_sched]
  3.8 ms/s;;;;;Interrupt;[13] arch_timer
  1.1 ms/s;  1.0;;;  0.2;Process;[PID 6656] /usr/share/code/code --type=zygote --no-zygote-sandbox 
107.7 us/s;  1.3;;;;Interrupt;[133] nvme0q3
125.3 us/s;  1.3;;;;Interrupt;[134] nvme0q4
455.7 us/s;  0.7;;;  1.2;Process;[PID 2127] xfwm4 --display :0.0 --sm-client-id 217e20028-a1be-4900-b10a-d371808d67d7 
 94.8 us/s;  1.2;;;;kWork;blk_mq_run_work_fn
 87.7 us/s;  1.1;;;;kWork;rockchip_system_monitor_thermal
132.1 us/s;  1.0;;;;Interrupt;[19] fb000000.gpu
 86.9 us/s;  1.0;;;;Interrupt;[132] nvme0q2
694.3 us/s;  0.6;;;;Process;[PID 17701] /proc/self/exe --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --
 66.7 us/s;  0.8;;;;Process;[PID 6529] /usr/share/code/code /home/orangepi/FSRCNN/sync-pilot/example/fsrcnn/logs/fsrcnn_syncpilot.txt 
320.9 us/s;  0.7;;;;Process;[PID 21350] docker
  1.6 ms/s; 0.18;;;;kWork;phy_state_machine
  1.5 ms/s; 0.20;;;;Process;[PID 6662] /proc/self/exe --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --d
 52.8 us/s;  0.7;;;;kWork;flip_worker
344.8 us/s;  0.6;;;;Process;[PID 3957] /usr/lib/chromium-browser/chromium-browser --type=utility --utility-sub-type=network.mojom.NetworkService --lang=en-
  1.7 ms/s;;;;;Timer;delayed_work_timer_fn
183.2 us/s;  0.6;;;  0.0;Process;[PID 183] [spi2]
110.5 us/s;  0.6;;;;kWork;kbase_pm_gpu_poweroff_wait_wq
 41.5 us/s;  0.5;;;  0.1;Process;[PID 11] [ksoftirqd/0]
579.1 us/s;  0.3;;;  0.1;Process;[PID 4069] /usr/lib/chromium-browser/chromium-browser --type=gpu-process --enable-crashpad --crashpad-handler-pid=0 --enable-cr
 61.2 us/s;  0.5;;;;kWork;destroy_list_workfn
101.2 us/s;  0.5;;;;kWork;kbase_devfreq_suspend_resume_wo
  9.4 us/s;  0.5;;;;Process;[PID 21418] docker
 26.3 us/s;  0.5;;;;Interrupt;[138] nvme0q8
 69.6 us/s;  0.5;;;;kWork;free_work
 19.0 us/s;  0.5;;;;Process;[PID 21351] docker
 60.1 us/s;  0.4;;;;Interrupt;[4] block(softirq)
 10.3 us/s;  0.4;;;;Process;[PID 21359] docker
  6.2 us/s;  0.4;;;;Process;[PID 21378] docker
  7.2 us/s;  0.4;;;;Process;[PID 21411] docker
  6.2 us/s;  0.4;;;;Process;[PID 21369] docker
126.4 us/s;  0.4;;;;Process;[PID 1579] /usr/lib/xorg/Xorg -core :0 -seat seat0 -auth /var/run/lightdm/root/:0 -nolisten tcp vt7 -novtswitch 
  8.6 us/s;  0.4;;;;Process;[PID 21341] docker
  2.6 us/s;  0.4;;;;Process;[PID 21399] docker
  7.6 us/s;  0.4;;;;Process;[PID 21421] docker
 18.8 us/s;  0.4;;;;Process;[PID 6771] /usr/bin/dockerd -H fd:// --containerd=/run/containerd/containerd.sock 
  7.8 us/s;  0.4;;;;Process;[PID 21388] docker
  7.5 us/s;  0.4;;;;Process;[PID 21432] docker
290.0 us/s; 0.27;;;;Process;[PID 20292] [kworker/u16:2]
308.6 us/s; 0.17;;;  0.2;Process;[PID 3903] [kworker/1:0]
  0.8 ms/s; 0.02;;;;Process;[PID 137] [kswapd0]
 23.2 us/s;  0.3;;;;Interrupt;[137] nvme0q7
142.1 us/s; 0.27;;;;Process;[PID 21368] docker
117.5 us/s; 0.27;;;;Process;[PID 17721] /proc/self/exe --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --
693.5 us/s; 0.04;;;;Interrupt;[6] IPI
411.8 us/s; 0.15;;;;Process;[PID 21358] docker
300.0 us/s; 0.17;;;;Process;[PID 21340] docker
120.3 us/s; 0.23;;;;Process;[PID 6655] /usr/share/code/code --type=zygote --no-zygote-sandbox 
204.0 us/s; 0.20;;;;Process;[PID 21387] docker
300.6 us/s; 0.15;;;;Process;[PID 15780] [kworker/0:3]
